  alpha     CL        CD       CDp       Cm    Top Xtr Bot Xtr   Cpmin    Chinge    XCp    
 ------- -------- --------- --------- -------- ------- ------- -------- --------- ---------
  -5.000  -0.1758   0.01585   0.01170  -0.1069  0.7919  0.0296  -3.0271   0.0000   0.0000   0.0000  -0.3757
  -4.500  -0.1194   0.01292   0.00818  -0.1048  0.7727  0.0294  -2.8122   0.0000   0.0000   0.0000  -0.6498
  -4.000  -0.0577   0.01113   0.00599  -0.1028  0.7530  0.0295  -2.5886   0.0000   0.0000   0.0000  -1.5706
  -3.500   0.0064   0.01005   0.00464  -0.1011  0.7348  0.0298  -2.3229   0.0000   0.0000   0.0000  16.2274
  -3.000   0.0688   0.00888   0.00320  -0.0994  0.7152  0.0330  -2.1026   0.0000   0.0000   0.0000   1.7154
  -2.500   0.1343   0.00845   0.00263  -0.0982  0.6930  0.0362  -1.8006   0.0000   0.0000   0.0000   0.9893
  -2.000   0.2004   0.00818   0.00223  -0.0972  0.6731  0.0382  -1.5034   0.0000   0.0000   0.0000   0.7389
  -1.500   0.2665   0.00799   0.00193  -0.0964  0.6528  0.0395  -1.2218   0.0000   0.0000   0.0000   0.6132
  -1.000   0.3322   0.00787   0.00172  -0.0956  0.6303  0.0421  -0.9619   0.0000   0.0000   0.0000   0.5378
  -0.500   0.3962   0.00770   0.00159  -0.0947  0.6031  0.0819  -0.8398   0.0000   0.0000   0.0000   0.4880
   0.000   0.4588   0.00736   0.00155  -0.0938  0.5762  0.2065  -0.9033   0.0000   0.0000   0.0000   0.4527
   0.500   0.5215   0.00724   0.00162  -0.0929  0.5450  0.3111  -0.9680   0.0000   0.0000   0.0000   0.4258
   1.000   0.5824   0.00702   0.00175  -0.0918  0.5098  0.4777  -1.0323   0.0000   0.0000   0.0000   0.4047
   1.500   0.6347   0.00647   0.00202  -0.0889  0.4661  0.8117  -1.0925   0.0000   0.0000   0.0000   0.3866
   2.000   0.6952   0.00680   0.00243  -0.0869  0.4011  0.9716  -1.1635   0.0000   0.0000   0.0000   0.3710
   2.500   0.7921   0.00743   0.00283  -0.0932  0.3548  1.0000  -1.2611   0.0000   0.0000   0.0000   0.3632
   3.000   0.8457   0.00782   0.00313  -0.0901  0.3350  1.0000  -1.3288   0.0000   0.0000   0.0000   0.3516
   3.500   0.9009   0.00824   0.00346  -0.0872  0.3158  1.0000  -1.4197   0.0000   0.0000   0.0000   0.3413
   4.000   0.9587   0.00866   0.00383  -0.0847  0.3024  1.0000  -1.5713   0.0000   0.0000   0.0000   0.3324
   4.500   1.0197   0.00902   0.00419  -0.0826  0.2902  1.0000  -1.7360   0.0000   0.0000   0.0000   0.3245
   5.000   1.0795   0.00948   0.00465  -0.0802  0.2781  1.0000  -1.9198   0.0000   0.0000   0.0000   0.3172
   5.500   1.1402   0.00993   0.00510  -0.0778  0.2637  1.0000  -2.1125   0.0000   0.0000   0.0000   0.3105
   6.000   1.1984   0.01051   0.00563  -0.0749  0.2376  1.0000  -2.3084   0.0000   0.0000   0.0000   0.3041
   6.500   1.2447   0.01150   0.00645  -0.0700  0.1861  1.0000  -2.5030   0.0000   0.0000   0.0000   0.2972
   7.500   1.3103   0.01490   0.00958  -0.0573  0.0905  1.0000  -2.8609   0.0000   0.0000   0.0000   0.2833
