xflr5 v6.61

Plane name :        c90_s0_+1_twist
Polar name :        T1-43.0 m/s-LLT-160.0kg-x0.0m
Freestream speed :  43.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    5.000     0.000   0.650465   0.010714   0.009498   0.020211   0.000000  -0.000000  -0.237001  -0.000000  -0.000000   43.0000     0.2131
    5.500     0.000   0.703115   0.012463   0.009724   0.022187   0.000000   0.000000  -0.255916  -0.000000  -0.000000   43.0000     0.2129
    6.000     0.000   0.755504   0.014354   0.009969   0.024323   0.000000  -0.000000  -0.274737  -0.000000  -0.000000   43.0000     0.2128
    6.500     0.000   0.806493   0.016335   0.010225   0.026560   0.000000  -0.000000  -0.292920  -0.000000  -0.000000   43.0000     0.2124
    7.000     0.000   0.855992   0.018379   0.010483   0.028862   0.000000  -0.000000  -0.310488  -0.000000  -0.000000   43.0000     0.2119
    7.500     0.000   0.904129   0.020507   0.010775   0.031282   0.000000   0.000000  -0.327458  -0.000000  -0.000000   43.0000     0.2113
    8.000     0.000   0.947668   0.022555   0.011076   0.033631   0.000000  -0.000000  -0.341922  -0.000000  -0.000000   43.0000     0.2101
    8.500     0.000   0.990902   0.024683   0.011390   0.036073   0.000000   0.000000  -0.356208  -0.000000  -0.000000   43.0000     0.2090
    9.000     0.000   1.034059   0.026900   0.011736   0.038636   0.000000  -0.000000  -0.370446  -0.000000  -0.000000   43.0000     0.2079
    9.500     0.000   1.077148   0.029206   0.012117   0.041323   0.000000  -0.000000  -0.384652  -0.000000  -0.000000   43.0000     0.2068
   10.000     0.000   1.120159   0.031600   0.012531   0.044130   0.000000   0.000000  -0.398816  -0.000000  -0.000000   43.0000     0.2058
   10.500     0.000   1.163181   0.034074   0.012975   0.047049   0.000000   0.000000  -0.412978  -0.000000  -0.000000   43.0000     0.2049
   11.000     0.000   1.205998   0.036635   0.013464   0.050100   0.000000   0.000000  -0.427054  -0.000000  -0.000000   43.0000     0.2040
   11.500     0.000   1.248351   0.039261   0.014008   0.053270   0.000000   0.000000  -0.440917  -0.000000  -0.000000   43.0000     0.2030
   12.000     0.000   1.289748   0.041920   0.014638   0.056558   0.000000  -0.000000  -0.454338  -0.000000  -0.000000   43.0000     0.2021
   12.500     0.000   1.330080   0.044599   0.015348   0.059946   0.000000  -0.000000  -0.467272  -0.000000  -0.000000   43.0000     0.2011
   13.000     0.000   1.368746   0.047257   0.016171   0.063427   0.000000  -0.000000  -0.479449  -0.000000  -0.000000   43.0000     0.2001
   13.500     0.000   1.405646   0.049873   0.017100   0.066973   0.000000   0.000000  -0.490816  -0.000000  -0.000000   43.0000     0.1990
   14.000     0.000   1.440598   0.052417   0.018117   0.070534   0.000000   0.000000  -0.501276  -0.000000  -0.000000   43.0000     0.1978
   14.500     0.000   1.472377   0.054830   0.019227   0.074057   0.000000   0.000000  -0.510257  -0.000000  -0.000000   43.0000     0.1964
   15.000     0.000   1.499308   0.056952   0.020467   0.077419   0.000000   0.000000  -0.516941  -0.000000  -0.000000   43.0000     0.1948
   15.500     0.000   1.521934   0.058792   0.021927   0.080720   0.000000   0.000000  -0.521829  -0.000000  -0.000000   43.0000     0.1930
   16.000     0.000   1.540901   0.060404   0.023778   0.084181   0.000000  -0.000000  -0.525699  -0.000000  -0.000000   43.0000     0.1914
   16.500     0.000   1.086846   0.091217   0.014139   0.105356   0.000000  -0.000000  -0.415270  -0.000000  -0.000000   43.0000     0.1960
   17.000     0.000   1.106750   0.094708   0.014919   0.109628   0.000000  -0.000000  -0.420657  -0.000000  -0.000000   43.0000     0.1944
   17.500     0.000   1.124534   0.098015   0.015867   0.113882   0.000000  -0.000000  -0.425100  -0.000000  -0.000000   43.0000     0.1928
   18.000     0.000   1.140191   0.101066   0.017084   0.118149   0.000000  -0.000000  -0.428801  -0.000000  -0.000000   43.0000     0.1913
   18.500     0.000   1.153078   0.103774   0.018745   0.122519   0.000000  -0.000000  -0.431769  -0.000000  -0.000000   43.0000     0.1900
   19.000     0.000   0.649752   0.113266   0.007341   0.120607   0.000000   0.000000  -0.228103  -0.000000  -0.000000   43.0000     0.2048
   19.500     0.000   0.664511   0.118415   0.007536   0.125952   0.000000   0.000000  -0.232888  -0.000000  -0.000000   43.0000     0.2043
   20.000     0.000   0.678979   0.123644   0.007747   0.131391   0.000000   0.000000  -0.237558  -0.000000  -0.000000   43.0000     0.2037


