xflr5 v6.61

Plane name :        c90_s0_-2_twist
Polar name :        T1-43.0 m/s-LLT-160.0kg-x0.0m
Freestream speed :  43.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    4.500     0.000   0.439090   0.004801   0.008723   0.013524   0.000000   0.000000  -0.156247  -0.000000  -0.000000   43.0000     0.2161
    5.000     0.000   0.489622   0.005967   0.008897   0.014864   0.000000  -0.000000  -0.173796  -0.000000  -0.000000   43.0000     0.2151
    5.500     0.000   0.540326   0.007275   0.009082   0.016356   0.000000   0.000000  -0.191570  -0.000000  -0.000000   43.0000     0.2144
    6.000     0.000   0.592182   0.008720   0.009279   0.017999   0.000000  -0.000000  -0.209989  -0.000000  -0.000000   43.0000     0.2140
    6.500     0.000   0.644731   0.010325   0.009490   0.019815   0.000000  -0.000000  -0.228848  -0.000000  -0.000000   43.0000     0.2138
    7.000     0.000   0.696807   0.012044   0.009712   0.021756   0.000000   0.000000  -0.247566  -0.000000  -0.000000   43.0000     0.2136
    7.500     0.000   0.747055   0.013824   0.009939   0.023763   0.000000   0.000000  -0.265538  -0.000000  -0.000000   43.0000     0.2132
    8.000     0.000   0.796001   0.015689   0.010181   0.025870   0.000000  -0.000000  -0.282971  -0.000000  -0.000000   43.0000     0.2126
    8.500     0.000   0.844482   0.017650   0.010445   0.028095   0.000000   0.000000  -0.300174  -0.000000  -0.000000   43.0000     0.2120
    9.000     0.000   0.891333   0.019662   0.010719   0.030381   0.000000  -0.000000  -0.316577  -0.000000  -0.000000   43.0000     0.2113
    9.500     0.000   0.935710   0.021672   0.011006   0.032677   0.000000  -0.000000  -0.331539  -0.000000  -0.000000   43.0000     0.2102
   10.000     0.000   0.979206   0.023746   0.011322   0.035069   0.000000  -0.000000  -0.345959  -0.000000  -0.000000   43.0000     0.2091
   10.500     0.000   1.022708   0.025916   0.011666   0.037582   0.000000  -0.000000  -0.360379  -0.000000  -0.000000   43.0000     0.2080
   11.000     0.000   1.066228   0.028183   0.012038   0.040221   0.000000   0.000000  -0.374807  -0.000000  -0.000000   43.0000     0.2070
   11.500     0.000   1.109689   0.030544   0.012444   0.042988   0.000000  -0.000000  -0.389215  -0.000000  -0.000000   43.0000     0.2061
   12.000     0.000   1.152993   0.032991   0.012891   0.045882   0.000000   0.000000  -0.403569  -0.000000  -0.000000   43.0000     0.2051
   12.500     0.000   1.195947   0.035513   0.013390   0.048903   0.000000   0.000000  -0.417794  -0.000000  -0.000000   43.0000     0.2043
   13.000     0.000   1.238269   0.038083   0.013958   0.052041   0.000000  -0.000000  -0.431763  -0.000000  -0.000000   43.0000     0.2034
   13.500     0.000   1.279515   0.040687   0.014613   0.055300   0.000000   0.000000  -0.445279  -0.000000  -0.000000   43.0000     0.2024
   14.000     0.000   1.319189   0.043294   0.015377   0.058671   0.000000  -0.000000  -0.458151  -0.000000  -0.000000   43.0000     0.2015
   14.500     0.000   1.357634   0.045882   0.016227   0.062109   0.000000  -0.000000  -0.470463  -0.000000  -0.000000   43.0000     0.2005
   15.000     0.000   1.393736   0.048416   0.017195   0.065610   0.000000   0.000000  -0.481831  -0.000000  -0.000000   43.0000     0.1994
   15.500     0.000   1.427148   0.050833   0.018257   0.069089   0.000000   0.000000  -0.492130  -0.000000  -0.000000   43.0000     0.1982
   16.000     0.000   1.457477   0.053107   0.019439   0.072545   0.000000   0.000000  -0.501202  -0.000000  -0.000000   43.0000     0.1968
   16.500     0.000   1.439723   0.059999   0.019369   0.079368   0.000000  -0.000000  -0.503680  -0.000000  -0.000000   43.0000     0.1963
   17.000     0.000   1.464052   0.062118   0.020756   0.082874   0.000000  -0.000000  -0.510072  -0.000000  -0.000000   43.0000     0.1947
   17.500     0.000   1.045700   0.085827   0.012828   0.098655   0.000000  -0.000000  -0.400324  -0.000000  -0.000000   43.0000     0.1992
   18.000     0.000   1.070262   0.089883   0.013387   0.103270   0.000000  -0.000000  -0.408399  -0.000000  -0.000000   43.0000     0.1980
   18.500     0.000   1.092362   0.093739   0.014008   0.107747   0.000000  -0.000000  -0.415001  -0.000000  -0.000000   43.0000     0.1966
   19.000     0.000   1.112613   0.097415   0.014736   0.112151   0.000000  -0.000000  -0.420578  -0.000000  -0.000000   43.0000     0.1951
   19.500     0.000   1.131333   0.100932   0.015631   0.116563   0.000000  -0.000000  -0.425556  -0.000000  -0.000000   43.0000     0.1936
   20.000     0.000   1.148063   0.104211   0.016757   0.120968   0.000000  -0.000000  -0.429806  -0.000000  -0.000000   43.0000     0.1921


